number,title,character,line
7,Star Trek Generations,PICARD,"Mister Worf, I always knew this day would come. Are you prepared to face the charges?"
7,Star Trek Generations,TROI,Answer him!
7,Star Trek Generations,WORF,I am prepared.
7,Star Trek Generations,RIKER,"'We, the officers and crew of the U.S.S. Enterprise, being of sound mind and judgment, hereby make the following charges against Lieutenant Worf. One. That he did knowingly and wilfully perform above and beyond the call of duty on countless occasions. Two. Most seriously, that he has earned the admiration and respect of the entire crew.'"
7,Star Trek Generations,PICARD,"Mister Worf. I hereby promote you to the rank of Lieutenant Commander, with all the rights and privileges thereto. And may God have mercy on your soul."
7,Star Trek Generations,LAFORGE,Hip! Hip!
7,Star Trek Generations,ALL,Hooray!
7,Star Trek Generations,LAFORGE,Hip! Hip!
7,Star Trek Generations,ALL,Hooray!
7,Star Trek Generations,LAFORGE,Hip! Hip!
7,Star Trek Generations,ALL,Hooray!
7,Star Trek Generations,PICARD,"Congratulations, Mister Worf."
7,Star Trek Generations,WORF,"Thank you, sir."
7,Star Trek Generations,RIKER,Extend the plank!
7,Star Trek Generations,CREWMEMBERS,Into the sea with him. ...Feed him to the sharks. ...Walk the plank. etc.
7,Star Trek Generations,RIKER,Lower the badge of office.
7,Star Trek Generations,RIKER,He'll never make it. No one ever has.
7,Star Trek Generations,PICARD,"If there's one thing I've learnt over the years, is never to underestimate a Klingon."
7,Star Trek Generations,RIKER,Remove the plank.
7,Star Trek Generations,PICARD,Number One. That's 'Retract the plank' not 'Remove the plank'.
7,Star Trek Generations,RIKER,"Of course, sir. ...Sorry!"
7,Star Trek Generations,WORF,Aarrgh! ...Aarrgh!
7,Star Trek Generations,DATA,"Doctor, I must confess I am uncertain as to why someone falling into freezing water is amusing."
7,Star Trek Generations,CRUSHER,"Oh, it's all done in good fun, Data."
7,Star Trek Generations,DATA,Fun?
7,Star Trek Generations,CRUSHER,Fun.
7,Star Trek Generations,DATA,I do not understand.
7,Star Trek Generations,CRUSHER,You've got to get into the spirit of things. Learn to be spontaneous. Live in the moment. Do something unexpected. Get it!
7,Star Trek Generations,DATA,Got it.
7,Star Trek Generations,CRUSHER,Oh! ...Oh!
7,Star Trek Generations,LAFORGE,Data. That was not funny.
7,Star Trek Generations,RIKER,All hands make sail! T'gansuls and courses. Stand by the braces!
7,Star Trek Generations,PICARD,"Will, ...just imagine what it was like. No engines. No computers. Just the wind and the sea and the stars to guide you."
7,Star Trek Generations,RIKER,"Bad food, brutal diskipline. ...No women!"
7,Star Trek Generations,COMM VOICE,Bridge to Captain Picard.
7,Star Trek Generations,PICARD,Picard here.
7,Star Trek Generations,COMM VOICE,There's a personal message for you from Earth.
7,Star Trek Generations,PICARD,"Put it through down here. The best thing about a life at sea was that no one could reach you. This was freedom, Will."
7,Star Trek Generations,PICARD,Computer. Arch.
7,Star Trek Generations,RIKER,Look alive there!
7,Star Trek Generations,TROI,"Here. Take the wheel. ...Captain, are you all right?"
7,Star Trek Generations,PICARD,Yes. I'm fine. ...Excuse me.
7,Star Trek Generations,PICARD,Computer. Exit.
7,Star Trek Generations,RIKER,Mister La Forge. Set the royals and stunsails.
7,Star Trek Generations,LAFORGE,"What's a stunsail, sir?"
7,Star Trek Generations,RIKER,You see the last yardarm? Just above that...
7,Star Trek Generations,COMM VOICE,Bridge to holodeck three.
7,Star Trek Generations,RIKER,Riker here.
7,Star Trek Generations,COMM VOICE,"We're picking up a distress call from the Amargosa observatory, sir. They say they're under attack."
7,Star Trek Generations,RIKER,RED ALERT! All hands to battle stations! Captain Picard to the bridge.
7,Star Trek Generations,RIKER,It looks like we're too late.
7,Star Trek Generations,WORF,There are no other ships in the system.
7,Star Trek Generations,RIKER,"Captain, we are approaching Amargosa. It looks like the observatory took quite a beating."
7,Star Trek Generations,PICARD,Survivors?
7,Star Trek Generations,DATA,"Sensors show five life signs aboard the station, Captain."
7,Star Trek Generations,RIKER,The station complement was nineteen.
7,Star Trek Generations,PICARD,"Stand down from RED ALERT. ...Number One, ...will you begin an investigation? I'll be in my ready room."
7,Star Trek Generations,RIKER,Sir?
7,Star Trek Generations,PICARD,Make it so. Just do it!
7,Star Trek Generations,RIKER,Mister Worf.
7,Star Trek Generations,WORF,Aye sir.
7,Star Trek Generations,RIKER,"Mister Worf, you're with me."
7,Star Trek Generations,WORF,These blast patterns are consistent with a type-three disruptor.
7,Star Trek Generations,RIKER,"Great! That narrows it to Romulan, Breen and Klingon."
7,Star Trek Generations,WORF,Over here!
7,Star Trek Generations,WORF,It's all right. Do not struggle.
7,Star Trek Generations,RIKER,"It's okay, we're right here. ...I've got you. I'm Commander William Riker from the Starship Enterprise."
7,Star Trek Generations,SORAN,Soran. ...Doctor Tolian Soran.
7,Star Trek Generations,RIKER,"Who attacked you, Doctor?"
7,Star Trek Generations,SORAN,"I don't know, it all happened so fast."
7,Star Trek Generations,SECURITY OFFICER,"Commander, ...you'd better take a look at this."
7,Star Trek Generations,WORF,Romulans!
7,Star Trek Generations,LAFORGE,"Data, whatever possessed you to push her in the water in the first place?"
7,Star Trek Generations,DATA,I was attempting to ...get into the spirit of things. I thought it would be amusing. ...Spot! ...Is she still angry?
7,Star Trek Generations,LAFORGE,I'd stay out of sickbay for a couple of days if I were you.
7,Star Trek Generations,LAFORGE,"Data, ...you're not actually thinking about using that thing are you?"
7,Star Trek Generations,DATA,I have considered it for many months. In the light of my recent episode with Doctor Crusher now would be the appropriate time.
7,Star Trek Generations,LAFORGE,I thought you were worried it would overload your neural net.
7,Star Trek Generations,DATA,"That is true. However, I believe my growth as an artificial lifeform has reached an impasse. For thirty-four years I have endeavored to become more 'human', to grow beyond my original programming. Still I am still unable to grasp such a basic concept as humor. ...This emotion chip may be the only answer. ...Geordi..."
7,Star Trek Generations,LAFORGE,"All right. ...Listen! At the first sign of trouble, I'm going to deactivate it. Agreed?"
7,Star Trek Generations,DATA,Agreed.
7,Star Trek Generations,RIKER,We found two dead Romulans on the station. We're analyzing their equipment to see if we can determine what ship they're from.
7,Star Trek Generations,PICARD,There's still no indication of why they attacked the station?
7,Star Trek Generations,RIKER,"They practically tore the place apart. Accessed the central computer, turned the cargo bay inside out. Obviously they were looking for something."
7,Star Trek Generations,PICARD,This could signify a new Romulan threat in this sector. Inform Starfleet Command.
7,Star Trek Generations,RIKER,You want me to contact Starfleet?
7,Star Trek Generations,PICARD,Is there a problem?
7,Star Trek Generations,RIKER,"No sir. ...There was something else, Captain. One of the scientists, a Doctor Soran, insisted on speaking with you. I told him you were very busy, but he said it was absolutely imperative that he speak with you right away."
7,Star Trek Generations,PICARD,Understood. That'll be all.
7,Star Trek Generations,RIKER,"Sir, is there anything wr?..."
7,Star Trek Generations,PICARD,No. ...Thank you.
7,Star Trek Generations,GUINAN,"Gentlemen, something new from Forcas Three."
7,Star Trek Generations,LAFORGE,What?
7,Star Trek Generations,DATA,I believe this beverage has provoked an emotional response.
7,Star Trek Generations,LAFORGE,Really? What do you feel?
7,Star Trek Generations,DATA,I am uncertain. Because I have had little experience with emotion I am unable to ...articulate the sensation.
7,Star Trek Generations,GUINAN,Emotion?
7,Star Trek Generations,LAFORGE,I'll explain later.
7,Star Trek Generations,DATA,Ouf!
7,Star Trek Generations,GUINAN,It looks like he hates it.
7,Star Trek Generations,DATA,Yes. That is it. I hate this.
7,Star Trek Generations,LAFORGE,"Data, I think the chip is working."
7,Star Trek Generations,DATA,Yes. I hate this! It is revolting!
7,Star Trek Generations,GUINAN,More?
7,Star Trek Generations,DATA,Please.
7,Star Trek Generations,PICARD,I'm looking for a Doctor Soran from the observatory. ...Doctor Soran.
7,Star Trek Generations,SORAN,"Yes, ah yes, Captain. ...Thank you for coming."
7,Star Trek Generations,PICARD,I understand there's something urgent you wish to diskuss with me.
7,Star Trek Generations,SORAN,Yes. I must return to the observatory immediately. I must continue a critical experiment I've been running on the Amargosa star.
7,Star Trek Generations,PICARD,"We're still conducting our investigation into the attack. ...As soon as that is complete, then I will allow you and your colleagues to return. But until then there is nothing I can do."
7,Star Trek Generations,SORAN,"Timing is very important in my experiments. If it is not completed in the next twelve hours, years of research will be lost."
7,Star Trek Generations,PICARD,We're doing the best we can. If you'll excuse me.
7,Star Trek Generations,SORAN,"They say 'time is the fire in which we burn'. ...Right now, Captain, my time is running out. ...We leave so many things unfinished in our lives. ...I know you understand."
7,Star Trek Generations,PICARD,I'll see what I can do.
7,Star Trek Generations,WORF,We have analyzed the Romulan tricorders. They were scanning for a signature particle of a compound called trilithium.
7,Star Trek Generations,RIKER,Trilithium?
7,Star Trek Generations,WORF,"Yes. An experimental compound the Romulans have been working on. Trilithium is a nuclear inhibitor. In theory, it could stop all fusion within a star. However the Romulans never found a way to stabilize it."
7,Star Trek Generations,RIKER,Why would they look for it on a Federation observatory? It doesn't make sense.
7,Star Trek Generations,WORF,I do not know.
7,Star Trek Generations,RIKER,Have Geordi and Data go over with the next Away Team. Tell them to scan the observatory for trilithium.
7,Star Trek Generations,WORF,Aye sir.
7,Star Trek Generations,LAFORGE,"Well, there's no sign of any trilithium over here."
7,Star Trek Generations,DATA,"Ha, ha, ha! I get it. Ha. ha, ha! I get it."
7,Star Trek Generations,LAFORGE,You get what?
7,Star Trek Generations,DATA,"When you said to Commander Riker 'The clown can stay...' Ha, ha, ha. '...but the Ferengi in the gorilla suit has to go.' Ha, ha, ha."
7,Star Trek Generations,LAFORGE,What are you talking about?
7,Star Trek Generations,DATA,"During the Farpoint mission. We were on the bridge and you told the joke. That was the punch line. Ha, ha, ha!"
7,Star Trek Generations,LAFORGE,"Farpoint? Data, that was seven years ago."
7,Star Trek Generations,DATA,"I know. I just got it. Ha, ha, ha, ha, ha! Very funny! Ha, ha, ha..."
7,Star Trek Generations,LAFORGE,"Wait a minute, ...there's a door hidden right behind here. I can see the separation with my VISOR."
7,Star Trek Generations,DATA,There appears to be a dampening field in operation. I cannot scan beyond the bulkhead.
7,Star Trek Generations,LAFORGE,There doesn't seem to be a control panel or an access port.
7,Star Trek Generations,DATA,"It appears to be magnetically sealed. ...I believe I can reverse the polarity by attenuating my axial servo. ...'Open sesame.' You could say ...I have a ...magnetic personality. Ha, ha, ha! Humor I love it!"
7,Star Trek Generations,LAFORGE,"Data, come take a look at this, will you? Have you ever seen a solar probe with this kind of configuration?"
7,Star Trek Generations,DATA,"No, Geordi. I have not. Have you? ...No I have not. It is most unusual. ...Ha, ha, ha. Mister Tricorder! Ha, ha, ha."
7,Star Trek Generations,LAFORGE,Just see if you can help me get these panels open.
7,Star Trek Generations,DATA,Make it so.
7,Star Trek Generations,LAFORGE,Whoa! My VISOR's picking up something in the theta band. It could be a trilithium signature.
7,Star Trek Generations,LAFORGE,"Data, we don't have time for this!"
7,Star Trek Generations,DATA,I cannot help myself. ...I think that something is wrong.
7,Star Trek Generations,LAFORGE,"Data! ...Data, are you all right?"
7,Star Trek Generations,DATA,I believe the emotion chip has ...overloaded my positronic relay.
7,Star Trek Generations,LAFORGE,We better get you back to the ship. La Forge to Enterprise. ...La Forge to Enterprise.
7,Star Trek Generations,SORAN,"Gentlemen, is there a problem?"
7,Star Trek Generations,LAFORGE,"Doctor Soran? Yeah, there appears to be some sort of damping field in here. It's blocking our com signal. Can you turn it off?"
7,Star Trek Generations,SORAN,Of course. I'd be only too happy to.
7,Star Trek Generations,DATA,Please. Please ...do not hurt me. Please.
7,Star Trek Generations,PICARD,"Yes. Come. ...Yes, Counselor. Is there something I can do for you?"
7,Star Trek Generations,TROI,I've come to see if there's anything I can do for you.
7,Star Trek Generations,PICARD,"Oh, it's just family matters. ...You never met my brother and his wife, did you?"
7,Star Trek Generations,TROI,No.
7,Star Trek Generations,PICARD,Robert. ...So opinionated. So pompous and arrogant. He always had to have the last word. But he mellowed a little bit in the last few years. I was going to get together with them all next month on Earth. I thought we'd go to San Francisco. René's always wanted to see Starfleet Academy.
7,Star Trek Generations,TROI,"René? Oh, your nephew."
7,Star Trek Generations,PICARD,He's so unlike his father. He's a dreamer. Imaginative. ...Very gentle.
7,Star Trek Generations,TROI,What's happened?
7,Star Trek Generations,PICARD,"Robert and René, they're... ...burned to death in a fire."
7,Star Trek Generations,TROI,I'm sorry.
7,Star Trek Generations,PICARD,"That's all right, Counselor. These things happen."
7,Star Trek Generations,TROI,"Captain, it's not all right."
7,Star Trek Generations,PICARD,"I can't help keep thinking about ...about all the experiences that René is not going to have. Not going to Academy, reading books and listening to music, falling in love. ...Building a life. ...Well, it's not going to happen now."
7,Star Trek Generations,TROI,I didn't realize he meant so much to you.
7,Star Trek Generations,PICARD,I'd come to feel that René was as close as I would get to having a child of my own.
7,Star Trek Generations,TROI,"Your family history is very important to you, isn't it?"
7,Star Trek Generations,PICARD,"Right. Oh, ...from being a small child, I can remember being told about the family line. The Picard who fought at Trafalgar. The Picard who won the Nobel Prize for chemistry. The Picard's who settled the first Martian colony. When Robert married and had a son, I..."
7,Star Trek Generations,TROI,...You felt it was no longer your responsibility to carry on the family line.
7,Star Trek Generations,PICARD,"Right. Yes. That's it exactly. You know, Counselor, Recently I've become very much aware that there are fewer days ahead than there are behind. ...But I took comfort from the fact that ...the family would go on. But now there'll be no more Picards."
7,Star Trek Generations,PICARD,Report.
7,Star Trek Generations,RIKER,A quantum implosion has occurred within the Amargosa star. All nuclear fusion is breaking down.
7,Star Trek Generations,PICARD,How is that possible?
7,Star Trek Generations,WORF,Sensor records show that the observatory launched a solar probe into the sun a few moments ago.
7,Star Trek Generations,RIKER,The star is going to collapse in a matter of minutes.
7,Star Trek Generations,WORF,"Sir, the implosion has produced a level twelve shock wave."
7,Star Trek Generations,TROI,That'll destroy everything in this system.
7,Star Trek Generations,TRANSPORTER CHIEF,"Transporter room to bridge. I can't locate Commander La Forge or Mister Data, sir."
7,Star Trek Generations,RIKER,Have they come back to the ship?
7,Star Trek Generations,WORF,No sir. They are not on board.
7,Star Trek Generations,PICARD,How long before the shock wave hits the observatory?
7,Star Trek Generations,WORF,"Four minutes, forty seconds."
7,Star Trek Generations,PICARD,Number One.
7,Star Trek Generations,RIKER,Mister Worf.
7,Star Trek Generations,WORF,Aye sir.
7,Star Trek Generations,LURSA,"Soran, transmit your coordinates."
7,Star Trek Generations,RIKER,What the hell's he doing?
7,Star Trek Generations,PICARD,"Enterprise to Commander Riker, you have two minutes left."
7,Star Trek Generations,RIKER,"Did you hear that, Soran? We've got a level twelve shock wave coming in. We've got to get out of here!"
7,Star Trek Generations,ENSIGN HAYES,Sir. A Klingon Bird-of-Prey is decloaking off the port bow.
7,Star Trek Generations,PICARD,What?
7,Star Trek Generations,RIKER,Data! See if you can get to Geordi!
7,Star Trek Generations,DATA,"I ... I cannot, sir."
7,Star Trek Generations,B'ETOR,Prepare for transport.
7,Star Trek Generations,TRANSPORTER CHIEF,"Commander Riker's team is aboard, sir."
7,Star Trek Generations,PICARD,Helm! Warp one. Engage!
7,Star Trek Generations,B'ETOR,"You've done it, Soran."
7,Star Trek Generations,B'ETOR,Wait! ...I hope for your sake you were initiating a mating ritual.
7,Star Trek Generations,SORAN,You got careless. The Romulans came looking for their missing trilithium.
7,Star Trek Generations,B'ETOR,Impossible. We left no survivors on their outpost.
7,Star Trek Generations,SORAN,"They knew it was on the observatory. If the Enterprise hadn't intervened, they would have found it."
7,Star Trek Generations,LURSA,"They didn't find it, and now we have a weapon of unlimited power."
7,Star Trek Generations,SORAN,"No, Lursa, I have the weapon. And if you ever want me to give it to you, I would advise you to be a little more careful in the future."
7,Star Trek Generations,B'ETOR,Perhaps we are tired of waiting.
7,Star Trek Generations,SORAN,"Without my research ...the trilithium is worthless, ...as are your plans to reconquer the Klingon Empire. ...Set course for the Veridian system. Maximum warp."
7,Star Trek Generations,LURSA,Bosh-ta-JaH Veridian
7,Star Trek Generations,CRUSHER,"He's an El-Aurian, ...over three hundred years old. He lost his entire family when the Borg destroyed his world. Soran escaped with a handful of other refugees aboard a ship called the Lakul. That ship was later destroyed by some kind of energy ribbon, but Soran and forty-six others were rescued by the Enterprise-B."
7,Star Trek Generations,RIKER,That was the mission where James Kirk was killed.
7,Star Trek Generations,CRUSHER,I checked the passenger manifest of the Lakul. Guess who else was on board?
7,Star Trek Generations,GUINAN,Soran is a name I haven't heard in a long time.
7,Star Trek Generations,PICARD,You remember him?
7,Star Trek Generations,GUINAN,Yes.
7,Star Trek Generations,PICARD,"Guinan. It is very important that you tell me everything that you know. We think that Soran has developed a weapon, ...a terrible weapon. One that might even give him enough power to destroy..."
